sheet,row_number,requirement_title,requirement_description,office_code_string,anticipated_total_value,procurement_method,contract_type,procurement_instrument,contracting_office_uic,solicitation_fy,solicitation_quarter,award_fy,award_quarter,period_of_performance_months,follow_on_or_new,existing_contract_number,incumbent_contractor,place_of_performance,naics,psc,contracting_poc_name,contracting_poc_contact,secondary_poc_name,secondary_poc_contact,facility_clearance,personnel_clearance,palt_code,sub_palt_code,comments,pid,url
LRAE Annex 25,235,"LIPTM00304-PNT Engineering, INFORMATION SECURITY / CYBERSECURITY AND TECHNICAL SUPPORT SERVICES-LeviWilliams-TO-22F0638-(Bowhead-MOD)","Complex modification to N6523621D8008 TO N6523622F0638 to exercise Option Year 1, update PWS, and increase ceiling.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,No Range Specified,8(a) Sole Source,Cost-Reimbursement,Single-Award Indefinite-Delivery,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",TBD - TBD,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0146,https://ams.navair.navy.mil/procurement/BA4E04BB-C888-421F-A66C-59AF749DDE4F
LRAE Annex 25,236,LIPTM00415-Radio Comms IPT- FY 25 and on OA-9277A Coupler and Power Supply procurement-NEW NICHE SAC (CIR/PPA 2X-XXX),This sole source SAC contract is being established for the procurement of OA-9277A Couplers and Power Supplies. There is an urgent fleet need for them to support future ship construction and installation. This effort does have high interest from the sponsor at the flag level.  This is a follow on to N65236-21-D-4805.,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$100M - $250M,,TBD,Single-Award Indefinite-Delivery,N65236 - NIWCLANT,FY24,Q1,FY26,Q1,,Follow-on,N6523621D4805,"R F PRODUCTS, INC.","Virginia Beach, VA",TBD - TBD,TBD - TBD,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0115,https://ams.navair.navy.mil/procurement/DFA8EF85-A3D0-446E-A117-67CD42D54DD7
LRAE Annex 25,237,LIPTM00304-Aircraft Inertail Alignment System (AIAS) Production Support CVN 80 SCN-Lambert0012-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Jared Judy, LIPTM00304, for  Aircraft Inertail Alignment System (AIAS) Production Support CVN 80 SCN, COR Kris Lambert (Lambert0012). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0130,https://ams.navair.navy.mil/procurement/C3441F45-0550-46A1-95E0-1A41F9CF7D65
LRAE Annex 25,238,LIPTM00448-AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) PRODUCTION SUPPORT-Marsh0014-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) PRODUCTION SUPPORT, COR Richie Marsh (Marsh0014). This is a XSYSCOM action with OPN funding.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$2M - $7.5M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0118,https://ams.navair.navy.mil/procurement/C515EBDA-0E21-4F1E-9F89-B9DCC58CE32E
LRAE Annex 25,239,LIPTM00448-FMS JAPAN ASEV AN/WSN-7 RLGN LBTS AND GENERAL ENGINEERING AND TECHNICAL SUPPORT PROGRAM-Bang0007-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for FMS JAPAN ASEV AN/WSN-7 RLGN LBTS AND GENERAL ENGINEERING AND TECHNICAL SUPPORT PROGRAM, COR Dong Bang (Bang0007). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0158,https://ams.navair.navy.mil/procurement/510058BF-D8F1-405B-8DD1-8B3E3E6D997B
LRAE Annex 25,240,LIPTM00448-FMS JAPAN AN/WSN-7 LIFECYCLE GENERAL ENGINEERING AND TECHNICAL SUPPORT LTS-Bang0008-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for FMS JAPAN AN/WSN-7 LIFECYCLE GENERAL ENGINEERING AND TECHNICAL SUPPORT, COR Dong Bang (Bang0008). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0119,https://ams.navair.navy.mil/procurement/B5E6D429-C6EB-40F8-B6D2-9A03C64B2AF0
LRAE Annex 25,241,"LIPTM00304-AN/WSN-9 DHYSL INSTALLATION, AN/WSN-9 DHYSL SYS ENG FOR SCN VIRGINIA CLASS SUB, SPEED SENSOR UPGRADE, AN/WSN-9 DHYSL REDESIGN, AND IP-1747/WSN CEA REDESIGN-Marsh0015-(WR Systems-NEW)","This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Jared Judy, LIPTM00304, for AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) INSTALLATION, AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) SYSTEMS ENGINEERING FOR SCN VIRGINIA CLASS SUBMARINES, SPEED SENSOR UPGRADE, AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) REDESIGN, AND IP-1747/WSN COMPUTER EXPANSION ASSEMBLY (CEA) REDESIGN, COR Richie Marsh (Marsh0015). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$2M - $7.5M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0120,https://ams.navair.navy.mil/procurement/0F391FF3-88A8-4F60-B0BA-1A4000AB18A8
LRAE Annex 25,242,"LIPTM00448-FMS JAPAN AND AUSTRALIA AN/WSN-7 GEN ENG AND TECH FC-22 Upgrade& ISEA LTS for DDG-17x Ships (Atago &  Kongo) & ISEA SPT for MAYA class ships, and FMS Australia FC Support-Bang-22-(Northrop Grumman-NEW)","This will be a New Task Order under SAC N6523618D8001 Northrop Grumman, IPT Lead, Bill Browne, LIPTM00448, for FMS JAPAN AND AUSTRALIA AN/WSN-7 GEN ENG AND TECH FC-22 Upgrade& ISEA LTS for DDG-17x Ships (Atago &  Kongo) & ISEA SPT for MAYA class ships, and FMS Australia FC Support-Bang-22, COR Dong Bang. This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0121,https://ams.navair.navy.mil/procurement/970F3A1C-3026-4C35-9864-FCFDA7A3CF21
LRAE Annex 25,243,LIPTM00304-AN/WSN-12 INERTIAL NAVIGATION SYSTEM PRODUCTION AND SUPPORT-DeGroff0002-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Jared Judy, LIPTM00304, for AN/WSN-12 INERTIAL NAVIGATION SYSTEM PRODUCTION AND SUPPORT, COR Jonathan DeGroff (DeGroff0002). This is a XSYSCOM action with OPN funding.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$50M - $100M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0122,https://ams.navair.navy.mil/procurement/A251D690-EF90-44AF-BBB7-FB0285F00DDC
LRAE Annex 25,244,LIPTM00448-FMS KOREA CB-ISEA SUPPORT FOR GPNTS CASE # KS-P-LQI & NAVSSI CASE # KS-P-GRY-Nwachukwu0009-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for FMS KOREA CB-ISEA SUPPORT FOR GPNTS CASE # KS-P-LQI & NAVSSI CASE # KS-P-GRY-COR Charles Nwachukwu (Nwachukwu0009). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0123,https://ams.navair.navy.mil/procurement/18FA77B2-9850-4E23-BCBB-FD6984DB3E9A
LRAE Annex 25,245,LIPTM00448-NAVIGATION SYSTEMS FLEET SERVICES TECHNICAL SUPPORT-Nwachukwu0010-(WR Systems-NEW) (utilzing TDL process),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for NAVIGATION SYSTEMS FLEET SERVICES TECHNICAL SUPPORT, COR Charles Nwachukwu (Nwachukwu0010). This is a XSYSCOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0124,https://ams.navair.navy.mil/procurement/B8F10D95-AA1F-41D4-B061-738B805B4C6C
LRAE Annex 25,246,LIPTM00304-CVN/LHA/LPD/FFG SCN-Lambert0011-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Jared Judy, LIPTM00304, for  CVN/LHA/LPD/FFG SCN, COR Kris Lambert (Lambert0011). This is a XSYSCOM action funding is SCN.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0125,https://ams.navair.navy.mil/procurement/33D1726B-5607-4FE9-B56A-6FFBA5648700
LRAE Annex 25,247,LIPTM00448-DDG CLASS SCN NAVIGATION SYSTEMS SUPPORT-Lambert0013-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Bill Browne, LIPTM00448, for DDG CLASS SCN NAVIGATION SYSTEMS SUPPORT, COR Kris Lambert (Lambert0011). This is a XSYSXOM action.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,TBD,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0126,https://ams.navair.navy.mil/procurement/3E6D8749-3565-4182-BC15-19735CAF8492
LRAE Annex 25,248,LIPTM00214-C4I FMS IPT _Costa Rica_FMS Case CS-P-LBF_SAC_Two Year,New SAC Award,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,No Range Specified,,Cost-Reimbursement,Single-Award Indefinite-Delivery,N65236 - NIWCLANT,,,FY23,Q4,,Follow-on,N6523620D8024,W R SYSTEMS LTD.,"Charleston, SC",TBD - TBD,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00006-0070,https://ams.navair.navy.mil/procurement/897225EC-A3FE-4DEA-8406-067417E50C2F
LRAE Annex 25,249,LSUBP0016 - Radio COMMS IPT- DMR TECH SUPPORT_35 MOS. POP_CENTURUM (SAC)-NEW TO),"NEW TO UNDER SAC N6523620D8011
IPT LEAD: TIM LOGAN
SHORT TITLE:  Navy Afloat Transport and Navigation Division (PMW 170) Digital Modular Radio (DMR), Miniature Demand Assigned Multiple Access (Mini-DAMA) Systems, 5/25 kHz UHF Legacy and Radio Communication Systems Technical Support",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Norfolk, VA",TBD - TBD,TBD - TBD,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0110,https://ams.navair.navy.mil/procurement/C1561978-5B04-44A1-BA60-E506A88AAF4E
LRAE Annex 25,250,LSUBP00016: NAVY AFLOAT & NAV DIV PM AND FM SUPPORT (MBAS II SAC - NEW),"The scope of this Task Order is to support the Naval Information Warfare Center Atlantic (NIWC Atlantic) Navy Afloat Transport and Navigation Division (PMW 170) Division in providing effective resources for Business Analytics, Predictive Analysis and Intelligence; Business Financial Management (BFM); and Programmatic and Acquisition Support for operational and business functions for the Division’s various sponsors and Integrated product Teams (IPTs) support.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$7.5M - $50M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0108,https://ams.navair.navy.mil/procurement/34B20AD3-99DF-4D8B-A5C1-DF572D751012
LRAE Annex 25,251,LIPTM00304-NAVIGATION SYSTEMS ENGINEERING AND TECHNICAL SUPPORT-Smith0004-(WR Systems-NEW),"This will be a New Task Order under SAC N6523620D8024 WR Systems, IPT Lead, Jared Judy, LIPTM00304, for NAVIGATION SYSTEMS ENGINEERING AND TECHNICAL SUPPORT, COR Kevin Smith (Smith0004). This is a XSYSCOM action with multiple PRs needed some of which will go thru WC04 to be ADHOC approved.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$7.5M - $50M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0102,https://ams.navair.navy.mil/procurement/D2385C6E-EAB1-49C9-B11C-F9B0EEDD24BC
LRAE Annex 25,252,LIPTM00304-UNMANNED SURFACE VEHICLE (USV) NAVIGATION SYSTEMS SUPPORT-Marsh0016-(WR Systems-NEW),UNMANNED SURFACE VEHICLE (USV) NAVIGATION  SYSTEMS SUPPORT,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0093,https://ams.navair.navy.mil/procurement/B3ABE4A5-029F-4A6E-87A3-3F05C2BE278C
LRAE Annex 25,253,LIPTM00448-CVN CLASS SNAIAS MANUAL REVISION-Limbaugh0006-(WR Systems-NEW),"N65236-20-D-8024
This support encompasses the ISEA TDM effort for the development, revision and distribution of the Ship’s Navigation and Aircraft Inertial Alignment System (SNAIAS) technical documentation for CVN Class ships.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"San Diego, CA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0091,https://ams.navair.navy.mil/procurement/3BED545E-1B2C-4906-88A8-DF2C18C0673A
LRAE Annex 25,254,LIPTM00415-Radio Comms-FY 23 Tactical Variant Switch (TVS)-MAC (C),"This action will be used to procure Tactical Variant Switch (TVS) equipment in support of installations aboard the following ships (DDG 135, 136, 137/ T-AO 209, 210, 211.) We have had several prior orders for this equipment placed using NASA SEWP.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$7.5M - $50M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,,,FY23,Q4,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,TBD - TBD,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0015,https://ams.navair.navy.mil/procurement/69D06579-2FF2-49E6-9283-9859B6846426
LRAE Annex 25,255,LIPTM00120-SDRS IPT OROLIA HARDWARE RENEWAL JTNC FY23- SEWP (C),PLANNING APPROVAL REQUEST FOR JTNC OROLIA HARDWARE RENEWAL- SEWP PR,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",423420 - Office Equipment Merchant Wholesalers,6625 - ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-22-RFPREQ-LSUBP00016-0020,https://ams.navair.navy.mil/procurement/0638B26A-EFD5-4649-A115-D90B4EC430AA
LRAE Annex 25,256,"LIPTM00304, Position, Navigation, & Timing (PNT) Engineering IPT- NAVSEA, SMITH, LCR, 7IA-100-0005-3 - PHASE 3;  SEWP (C)","MATERIAL PURCHASE from  LCR such as:  7IA-100-0005-3 - CHASSIS NTEGR,CPCI-S,WR S. ECDU PHASE 3",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$2M - $7.5M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q2,FY23,Q3,,New,,,"Virginia Beach, VA",541519 - Other Computer Related Services,"5998 - ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE","Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-24-RFPREQ-LSUBP00016-0001,https://ams.navair.navy.mil/procurement/1430C13E-64F5-4D67-BC32-F1CDC67A3A47
LRAE Annex 25,257,"LIPTM00304, Position, Navigation & Timing (PNT) Engineering IPT, Highland Technology, Mounting Flange, 5-Channel Ethernet Time Interval Counter, SEWP (C)",MATERIAL PURCHASE from Highland Technology such as: P/N: 28A567-1; DESC: Mounting Flange and P/N: 28A680-1; DESC: 5-Channel Ethernet Time Interval Counter,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Virginia Beach, VA",541519 - Other Computer Related Services,"5998 - ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE","Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0057,https://ams.navair.navy.mil/procurement/9C47A0F8-53CE-4CA3-86E3-793351FA6240
LRAE Annex 25,258,LIPTM00415-DDG-70/ 80 CU-2416A Antenna procurement- GSA Schedule (C),This procurement is for a new CU-2416A/SRC antenna that is available via a GSA schedule gs-35f-0311R EXP 02 FEB 2025.,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Virginia Beach, VA",TBD - TBD,TBD - TBD,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0059,https://ams.navair.navy.mil/procurement/7C6EAF7E-3B0C-463B-A377-8D53505A11C8
LRAE Annex 25,259,"LIPTM00448-PNT, WSN7 FMS Japan BANG0006_CPFF-COMP (WR NEW SAC)",AN/WSN-7 CONTROL DISPLAY UNIT (CDU) PRODUCTION SUPPORT FOR SUPPORT OF FMS JAPAN CASE# JA-P-NCO,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"Virginia Beach, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0072,https://ams.navair.navy.mil/procurement/725E1993-CA3F-4180-BC9F-E5147DC88910
LRAE Annex 25,260,LIPTM00448-FMS KOREA KDX-III AN/WSN-7 GENERAL ENGINEERING AND TECHNICAL SUPPORT-BANG0005- (WR SYSTEMS NEW SAC),"support of FMS Korea Navy’s KDX-III class ships and Republic of Korea Naval Logistics Center maintenance Facility (ROK NLC MF).  Engineering management and administration of this task order are included in the scope of this work.  This level-of-effort is in support of NIWC Atlantic Program Office’s FMS Cases KS-P-GRF, KS-P-GRY, KS-P-LQI and follow ons.",LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,,Cost-Reimbursement,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q2,FY23,Q3,,New,,,"Norfolk, VA",541330 - Engineering Services,R425 - SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0069,https://ams.navair.navy.mil/procurement/E53DF0A2-0B07-443C-BC40-4A00AAF11608
LRAE Annex 25,261,"LIPTM000415: OA-9277A Coupler and Power Supply FY23 Procurement, RF Products (SAC)",We are purchasing additional Couplers and Coupler Power Supplies (CPS) as a task order against an existing contract. This will be the third task order against the base contract.,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,$7.5M - $50M,,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q3,,New,,,"NORTH CHARLESTON, SC",TBD - TBD,"5985 - ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0014,https://ams.navair.navy.mil/procurement/37F68A74-9214-4358-901D-8D83D64EB2DF
LRAE Annex 25,262,"LIPTM00120, SDRS IPT, UbE Lab Equipment, SEWP (C)",This order is in support of SDRS IPTs Ubiquitous Edge and Sanctuary project. These products will be used to create the testing environment.,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,< $2M,TBD,Fixed-Price,Delivery Order/Task Order,N65236 - NIWCLANT,FY23,Q3,FY23,Q4,,New,,,"Charleston, SC",TBD - TBD,TBD - TBD,"Leya, Martha",martha.p.leya.civ@us.navy.mil,NAVWAR OSBP,navwarsbo.fct@navy.mil,,,,,,N65236-23-RFPREQ-LSUBP00016-0090,https://ams.navair.navy.mil/procurement/978C74E9-9F63-42FE-98D3-0540E46088F3
